sourceCurrency,targetCurrency,sourceAmount
NGN,EUR,10.57
EUR,ETB,485.57
EGP,EUR,47708.47
CHF,TRY,289.17
PEN,JPY,230.76
VES,CHF,17318.9
CAD,NZD,588.91
USD,LKR,44319.42
TMT,KWD,3017.62
CAD,ARS,8826.22
CHF,AZN,3.77
UZS,SEK,49.23
UZS,CNY,307.67
USD,HRK,162.26
RON,CHF,43.29
CNY,SGD,2222.04
CAD,UAH,19559.23
TOP,EUR,11558.88
JPY,BYN,3041.14
CHF,MAD,596214.54
CHF,UAH,31355.68
JPY,THB,38.82
TRY,AUD,268.91
TOP,CHF,395.8
CHF,BGN,3800.1
AED,GBP,7926.77
BOB,JPY,269.74
UGX,CHF,4144.1
RSD,AUD,4247.91
GBP,JPY,5.8
AUD,RSD,35115.22
LBP,PHP,386909.26
USD,SGD,372.08
CHF,AUD,12.37
KES,CZK,9312.35
CAD,CHF,466.59
BHD,SGD,48.75
ILS,CNY,22.81
NOK,JPY,32.0
EUR,LKR,490976.0
CNY,VES,148.01
GBP,AZN,4563.93
TND,BHD,46821.36
CNY,GBP,3904.19
GHS,CNY,44.58
SEK,KWD,231.92
MAD,CNY,3627.66
NOK,CNY,4525.89
GBP,PKR,6838.64
UYU,GBP,485.17
AUD,TND,38093.64
GBP,CNY,60.78
DZD,GBP,46166.55
JPY,RON,497.1
CZK,GBP,233.06
CAD,INR,89.31
CAD,AMD,38418.19
CNY,MKD,279.42
USD,AZN,36.99
MAD,JPY,104.55
UGX,PEN,27.92
CAD,THB,28.37
VUV,USD,392.67
JPY,GHS,621.52
NOK,HKD,1342.4
AUD,CHF,4840.93
ETB,CAD,104.32
AUD,BHD,283.62
CAD,GBP,37.23
MAD,CHF,4146.9
LKR,GBP,2253.12
UYU,BOB,3175.62
ILS,MYR,172.8
EUR,GBP,3131.85
RON,USD,30029.03
PKR,GBP,1560.46
AUD,OMR,16473.89
KES,LKR,304.0
AUD,BHD,4280.73
CLP,IDR,391.76
USD,VES,7.62
HKD,IRR,27.37
IRR,PKR,1840.07
CHF,TMT,10.39
JPY,CAD,469.36
AZN,CHF,88.5
GBP,BGN,19660.72
USD,JPY,400644.05
MKD,CAD,189.83
KES,EUR,1103.09
USD,NOK,9718.07
AED,AUD,355.35
NZD,JPY,44300.84
JPY,CNY,12.31
CNY,HKD,1.74
SGD,USD,104.72
TZS,GBP,29.3
CZK,GBP,17.22
CNY,TWD,232.11
ZAR,CAD,173.83
GBP,ZAR,33513.24
RUB,TND,238.43
CAD,UGX,12490.32
EGP,CZK,232.17
CZK,GBP,44.05
USD,PGK,371.94
UZS,AUD,45977.73
SEK,AUD,2211.13
USD,KWD,3823.26
NGN,CAD,4.87
VES,AED,39288.05
AUD,QAR,769600.05
UYU,CAD,2569.52
TRY,EUR,11.64
COP,JPY,3401.12
CLP,CNY,3505.91
GBP,KRW,811590.08
AUD,CNY,3094.5
ARS,ALL,3427.36
CNY,HKD,23.62
PLN,GHS,48344.65
ARS,CLP,3327.12
ETB,USD,18.43
CAD,TZS,1596.87
BRL,CAD,4061.65
VND,CHF,2383.5
PYG,CAD,46023.59
EUR,GBP,1100.68
USD,NZD,3364.98
GEL,GBP,39.88
OMR,EUR,39.84
TOP,CAD,21.61
FJD,INR,609.0
JPY,MYR,10245.89
KRW,OMR,2902.57
USD,MDL,11.29
TWD,CNY,4723.41
JPY,CLP,64.82
UGX,USD,313.25
FJD,EUR,532.36
HRK,GBP,109.69
SAR,CNY,47370.95
CHF,TZS,1728.68
CHF,CAD,432.96
GHS,CNY,41228.26
MKD,GBP,3587.01
NZD,TOP,21.88
AMD,GBP,145.66
TND,HKD,77.53
MKD,WST,34.69
HUF,ALL,142.03
GBP,OMR,84.71
JPY,KZT,3451.38
CHF,AUD,24.34
EUR,RON,494.0
CAD,BRL,18.86
UGX,JPY,18372.0
AUD,BRL,17.9
SGD,QAR,7007.47
GHS,CNY,1477.77
MAD,NOK,27022.6
HUF,JPY,31.26
ILS,GBP,21.29
USD,UZS,131.86
USD,FJD,12271.9
MYR,RUB,47.1
UAH,SGD,42244.87
CHF,TMT,1503.74
EUR,LKR,127319.84
PYG,CHF,213.31
NZD,GHS,14.66
AUD,BYN,243.28
INR,MXN,2637.96
SBD,HUF,1478.01
TND,AZN,3390.4
VES,USD,28.84
PKR,CNY,494.8
GBP,OMR,17.12
PEN,SGD,28.75
AUD,NGN,20795.05
JPY,TZS,331.74
USD,PGK,13.47
GBP,LBP,2178.86
MDL,AED,224.0
EUR,LKR,10685.22
SBD,TMT,208.16
EGP,AUD,121.13
GBP,AMD,4886.5
TWD,GBP,4023.57
PKR,VES,12.71
EUR,USD,124.79
JOD,CHF,46.33
CNY,BYN,1556.43
NOK,NGN,46.88
PHP,NOK,3877.67
JPY,RON,45293.31
CNY,MXN,3208.94
SEK,JPY,4221.32
GBP,NGN,303.54
SEK,CNY,407.57
CNY,MXN,18.11
SAR,ARS,15.37
SEK,CHF,929098.25
TRY,AMD,678348.59
JPY,TZS,16.27
CAD,ILS,1227.75
USD,KRW,400.92
BDT,GBP,2307.85
AUD,SGD,408.66
GHS,WST,48711.26
RUB,CAD,25714.17
PYG,NGN,19.59
KWD,GBP,335.89
TWD,EUR,2912.29
CNY,WST,1995.49
CAD,SGD,187.68
CHF,VES,31.86
ETB,AZN,27.67
GBP,PEN,2671.0
UGX,UZS,244.63
CAD,BRL,36882.7
VUV,AUD,360518.51
RON,CHF,27.41
AED,CAD,2957.08
AUD,PEN,3689.83
TMT,PLN,150.4
OMR,AUD,12815.75
CHF,UZS,39188.59
KRW,AUD,401.39
BYN,PKR,4268.82
IRR,AZN,41.22
NGN,AUD,15.61
SGD,CAD,43.36
CAD,WST,112.58
LKR,GBP,60.46
KZT,AUD,9.02
JPY,KWD,362.94
VND,TZS,14.2
VND,JPY,8.21
BDT,CAD,258.35
AUD,HKD,248.11
SGD,AUD,947.02
VND,MXN,2.07
PGK,AMD,3297.01
MAD,TOP,33744.86
GBP,ETB,345.05
CNY,EGP,40.09
SGD,UGX,4.42
EUR,ILS,3350.76
AZN,USD,875.85
DZD,CHF,32337.57
BYN,JPY,34327.26
FJD,CAD,3997.87
TRY,GBP,16.51
BHD,CAD,28.89
CAD,NGN,17.44
ARS,TRY,47093.0
CNY,BGN,8855.13
JPY,EUR,79.09
MXN,RSD,69.89
UGX,JPY,2.42
AUD,UYU,177.76
ALL,GHS,46.33
SGD,LKR,8.38
BYN,GBP,5.72
MXN,USD,36764.59
THB,GBP,45.27
EUR,HKD,4283.48
CHF,VND,3029.44
JPY,AZN,256298.95
GBP,HRK,134.84
HUF,EUR,316.72
VES,TND,28951.19
KZT,INR,41.84
EUR,CHF,445.56
SEK,HRK,318784.87
OMR,KRW,4099.82
SBD,GBP,129.3
HKD,DKK,47604.58
ILS,AZN,8529.9
KWD,CHF,2505.65
CHF,ZAR,248.69
UYU,DZD,12078.44
CHF,TND,196.87
JPY,USD,8.81
CHF,MXN,14177.8
GBP,USD,246.89
GBP,BOB,497.65
SEK,EUR,17.96
SGD,GBP,58.5
CNY,CHF,2807.63
KRW,KES,3404.07
AUD,ARS,3870.3
CHF,BYN,197.21
KRW,AUD,267.07
PGK,CAD,1.68
GBP,TND,10.72
TMT,CHF,18.1
EUR,VUV,46050.26
JPY,CAD,2749.67
JPY,BDT,30077.93
ETB,IRR,343.2
AUD,MAD,3365.22
MKD,CAD,358683.52
DZD,USD,351.01
CNY,SGD,155.87
BRL,EUR,18.09
BDT,CHF,48.45
AUD,LBP,32.95
USD,RSD,4342.91
CNY,DZD,16.29
THB,IDR,3941.58
TRY,GBP,335.94
GBP,CHF,3464.68
VES,JPY,4823.81
USD,LBP,55.87
CZK,CNY,74.78
AUD,JPY,139.19
JPY,KES,134.8
EUR,QAR,4688.87
OMR,EUR,647.79
AZN,FJD,2166.48
AUD,DKK,3226.75
LBP,SEK,43.27
CNY,CAD,4638.9
CAD,OMR,159.24
KRW,DKK,43769.35
UYU,BHD,2309.16
DKK,TOP,41781.21
CAD,NGN,3.81
NZD,ARS,386004.68
NOK,HRK,146451.09
AUD,PKR,3.64
CNY,ETB,12.59
TND,USD,1087.79
AED,AUD,3008.12
EUR,MKD,43.21
AMD,CHF,1976.97
AMD,EUR,1436.55
CHF,AED,1912.36
KRW,CHF,33.57
GHS,CAD,405920.22
PGK,CAD,41.48
GHS,SGD,199.14
MAD,CNY,16390.03
GBP,LKR,2738.0
GBP,BHD,1532.76
RUB,EUR,104.77
PKR,CNY,42.74
RON,NZD,469.68
USD,AMD,480.01
CHF,JOD,4023.82
CAD,FJD,14.34
QAR,MAD,423.65
GEL,KZT,243.58
RSD,GBP,4181.75
CHF,DZD,364.87
CNY,UGX,5.61
EGP,SAR,441463.12
PLN,CNY,2231.03
KRW,FJD,32.89
BRL,USD,624.79
FJD,CNY,21500.34
THB,FJD,33.81
CNY,UYU,4961.86
WST,RUB,4446.74
CAD,CLP,3251.85
AUD,SGD,2620.59
SBD,NZD,943.68
EGP,CAD,3515.13
NZD,OMR,376.12
PYG,JPY,250.91
COP,USD,2169.69
VUV,AUD,119.79
GBP,RSD,22454.04
EUR,CAD,33728.62
JPY,EUR,375.03
EUR,IDR,351.83
LBP,SBD,6.64
JPY,NZD,236.65
AZN,CNY,42.57
EUR,HUF,31.4
CHF,CLP,36.6
GBP,CZK,1999.55
AUD,TMT,46682.06
PGK,KRW,6.94
BYN,AUD,63517.11
ETB,CHF,19.91
ETB,JPY,3949.15
GBP,INR,825.28
HRK,GBP,4577.1
CAD,ETB,20710.41
CHF,COP,156.64
CHF,GEL,1126.09
SBD,USD,30516.4
COP,BHD,106.61
PLN,TZS,38.93
DZD,TRY,438.2
RON,GBP,3289.18
GBP,TND,1318.63
AUD,JPY,12.54
CNY,QAR,22930.43
THB,RSD,133.91
BOB,EUR,14.44
HRK,EUR,40529.02
MKD,GBP,3359.37
CHF,ILS,17.91
HRK,CHF,239.03
MKD,USD,70.43
GBP,RSD,35.01
INR,EUR,2.44
KES,CNY,6057.0
LKR,RUB,3.83
MYR,GHS,6574.5
VND,GBP,26.84
CAD,MAD,32.9
PKR,JPY,19043.94
USD,SGD,32.17
USD,PGK,91.31
MXN,GHS,124.76
BYN,CHF,14.66
KZT,AUD,406.37
BDT,TRY,262.47
CHF,ETB,5272.92
CNY,ILS,4338.03
RUB,TMT,572.89
JPY,MKD,373.91
GBP,ALL,25.7
NZD,MKD,101.65
CAD,JOD,1989.33
LBP,CNY,105.09
ALL,CHF,91.79
MYR,USD,18157.36
HUF,BHD,46.14
CNY,DKK,22.92
CAD,BYN,32.47
JPY,WST,4867.46
KWD,RSD,402.33
AUD,LBP,97.87
INR,USD,340.32
TRY,LBP,2919.09
JPY,ILS,38789.0
SBD,JPY,8743.85
JPY,FJD,42.76
MYR,EUR,33866.03
AUD,VUV,59.66
CNY,RUB,187.75
HKD,USD,41.32
GHS,SGD,3430.13
IDR,KES,8.62
LKR,CAD,30096.73
MYR,AUD,797.87
USD,KWD,178.09
CNY,MDL,437394.67
DKK,CHF,486.37
FJD,HUF,393.56
CHF,AED,527.78
EUR,PLN,940.19
HRK,CAD,208.54
AUD,CNY,4824.17
SBD,CNY,10089.06
DZD,EUR,37.33
CNY,INR,24166.66
GBP,JOD,389.01
LBP,NOK,194.16
USD,AUD,2.22
MXN,GHS,33430.3
VES,EUR,3714.86
EUR,EGP,3872.24
UZS,JPY,1934.16
TOP,EUR,11868.21
AUD,EUR,7368.48
CHF,ETB,203.11
MDL,ARS,4123.56
CNY,BRL,36.44
KZT,AZN,468.59
ALL,CAD,3.78
NZD,GBP,2125.01
JPY,ILS,319.0
CHF,HKD,734.51
BOB,EUR,461.1
SGD,UZS,346.01
MDL,EUR,1123.64
UYU,UZS,15285.7
USD,TMT,2653.54
JPY,EUR,3182.85
CAD,RSD,50.48
AUD,NGN,221.67
GBP,THB,4.66
CAD,PHP,17710.86
USD,LKR,32.13
EUR,MAD,14.59
SBD,JPY,31969.72
SEK,MDL,14025.85
DKK,AUD,991192.46
COP,GBP,15.88
GBP,THB,1839.08
JPY,PLN,332.58
CAD,GEL,145.0
FJD,TZS,90.96
VES,EUR,23902.6
USD,OMR,814766.57
JPY,ILS,448291.91
MYR,RON,49697.05
LKR,DZD,262.28
TMT,CNY,78.08
INR,BDT,75.65
VND,USD,197.64
JPY,CLP,291.64
USD,QAR,476.86
USD,BGN,1.5
CZK,EUR,130.87
WST,TWD,38437.47
UZS,HRK,34.63
MAD,AUD,39048.17
DKK,THB,6796.63
CHF,SAR,17.13
FJD,JOD,37.74
JPY,TMT,43397.52
UZS,CAD,2781.32
CAD,USD,42316.79
PEN,AUD,332.18
CAD,VUV,35.25
GBP,NGN,1232.77
FJD,CHF,2238.45
INR,EUR,2774.03
GBP,VUV,14450.37
CHF,TMT,3880.87
GBP,UZS,4261.43
SAR,HUF,19054.7
CAD,THB,130.1
KZT,TWD,488.06
TOP,MKD,5.14
ARS,PHP,41.92
USD,NZD,41665.82
LBP,AUD,452.32
SAR,HUF,8.26
DZD,MKD,291.02
PHP,USD,274.04
UZS,PEN,42303.33
RON,CNY,42.73
EUR,GEL,430.94
TZS,JPY,7.11
GBP,SAR,2216.31
IDR,JPY,203.82
UZS,ALL,19249.09
HRK,BDT,234.48
ILS,JPY,46.07
TZS,JPY,8.24
GBP,EGP,4674.22
CAD,KWD,451.52
NZD,USD,14.15
VES,SAR,13414.48
ETB,GEL,9868.51
NZD,GBP,8.42
PGK,TWD,1289.72
NGN,RON,2.63
BHD,CLP,34.06
MYR,GEL,20.18
TRY,NOK,265.09
VES,HUF,159.36
USD,ZAR,1.15
JPY,PKR,498439.26
HUF,VES,231.86
AUD,SGD,7.92
FJD,GBP,9933.85
RON,EUR,367.86
BYN,EUR,575.87
EGP,ARS,480.41
BDT,ARS,2390.82
AUD,OMR,12.39
EUR,KZT,259.81
TRY,FJD,1575.77
CHF,SEK,37174.32
JPY,AZN,229.23
JPY,KES,119.48
GBP,PKR,240.28
GBP,PKR,44.74
FJD,AUD,31419.98
AZN,AUD,508140.03
GEL,JPY,229.13
GBP,BGN,26.78
LKR,GBP,55.97
ALL,CNY,15.89
BRL,JPY,35893.32
BDT,ETB,2121.99
AUD,MKD,406.72
ZAR,AED,3086.69
USD,PLN,16.19
IDR,MAD,408.38
GBP,FJD,212.54
DKK,AMD,317.13
VUV,CAD,427.04
USD,MAD,35.7
KWD,CHF,499.03
EUR,VUV,180.9
GBP,TND,149.71
AZN,CNY,448.21
CZK,JPY,3770.31
SAR,AUD,272.73
THB,NZD,467215.4
JPY,GHS,25546.51
CAD,BRL,5.64
AMD,AUD,4074.87
CAD,CNY,635.25
CAD,QAR,2.93
MAD,MYR,343.04
EUR,VUV,417.91
CLP,BRL,45258.74
ARS,IDR,4522.38
UAH,CAD,73675.84
NOK,COP,51.06
VUV,JPY,16581.42
AED,EUR,353.85
AUD,AMD,455.26
VES,TND,49.14
TOP,AUD,37.12
EUR,EGP,180.29
AUD,EGP,223.39
EUR,BDT,96.85
PYG,AUD,26.67
ILS,CHF,138.06
JPY,KRW,371.51
CHF,TZS,9.64
AUD,KRW,208.23
TWD,JPY,76.04
TMT,USD,44157.95
UZS,CAD,752.76
SEK,NOK,342.43
MXN,JPY,95.17
KES,PLN,318.21
CAD,CZK,193.01
ETB,NGN,2433.11
JPY,VES,2736.07
EGP,TND,191.66
BYN,EUR,336.65
JPY,MKD,25.34
USD,MYR,29.3
USD,ALL,4530.12
PLN,CAD,12927.91
IDR,CAD,2681.56
UAH,NGN,354.99
UZS,AUD,503.83
JPY,UZS,6.33
CNY,BRL,1884.56
TWD,EGP,120.95
AUD,COP,586.22
USD,RUB,11.85
AMD,GBP,32.8
IDR,EUR,441.4
CLP,EUR,480.37
CHF,ALL,289.6
USD,LKR,49.12
USD,BGN,4453.37
GHS,KZT,302.48
JPY,TZS,190.36
CHF,TWD,103.4
USD,GBP,2673.05
EUR,BGN,3508.63
AMD,GEL,23.42
NGN,EUR,191.13
USD,LBP,463.42
CAD,TWD,2637.52
USD,NGN,26058.12
TND,NZD,42447.89
BYN,KRW,419.95
HRK,CHF,4686.24
USD,UAH,108.44
CHF,CLP,25.85
MYR,ILS,416.82
CAD,PEN,416.33
JPY,EGP,41861.85
VUV,PYG,14.0
AZN,CHF,865863.27
DKK,PGK,9.43
CAD,UGX,34417.91
MXN,CAD,959.22
GBP,BYN,494.74
EUR,MYR,4946.89
VND,TZS,57.18
ZAR,EUR,75.36
ARS,ALL,10.93
EUR,BDT,3609.91
THB,CAD,135.16
CZK,QAR,4.12
JPY,JOD,2288.67
ALL,HRK,492.7
CLP,CNY,1401.02
ETB,HRK,446.4
GBP,EUR,4.35
CLP,EUR,694463.41
ALL,AZN,4779.14
ZAR,MDL,34206.67
HKD,RON,15.33
MKD,CNY,38433.9
PLN,LKR,31.95
ARS,ILS,20642.74
NZD,USD,4301.24
VND,CNY,1722.87
JPY,TZS,44741.25
AUD,MAD,900226.39
AUD,BOB,105.38
TOP,JPY,261.75
GBP,SEK,2095.71
BDT,CAD,47.61
SEK,AUD,12310.79
USD,COP,411.57
JPY,RON,2367.62
MXN,CNY,251.92
GBP,RUB,1.25
KWD,GBP,15.75
EUR,BRL,153060.99
JPY,TMT,3662.88
CHF,AZN,689.12
USD,VES,89.56
USD,COP,37.78
GHS,CAD,2210.55
KZT,CAD,43.48
PGK,PYG,1.19
CNY,GEL,22469.27
RUB,AUD,4.02
AED,GBP,2542.22
UYU,LKR,400.06
AUD,IRR,24.08
NOK,BGN,276.96
SBD,JPY,112.04
CLP,GHS,43135.75
CAD,USD,15780.1
EUR,ILS,3193.8
USD,EUR,4698.86
CNY,PEN,411.4
GBP,CZK,589585.23
TND,GBP,113.82
ARS,AMD,355.66
NGN,JPY,3531.68
AUD,CHF,313.79
JPY,PHP,325320.95
AZN,JPY,412125.14
CHF,UYU,267.57
GBP,RON,2428.52
UYU,NZD,42.13
PLN,JPY,108.78
EGP,CHF,19.32
AED,JPY,243.26
GBP,SAR,38688.02
LKR,USD,357.84
BGN,JPY,11850.5
USD,BYN,120.73
SBD,CNY,9.33
SEK,AUD,2138.37
AUD,ARS,13.09
KZT,UYU,112.06
TND,CHF,20.0
KZT,AUD,128.44
COP,MXN,277.61
GBP,MAD,176.66
HKD,GBP,5.38
AZN,AED,4.52
CZK,USD,146.78
WST,CHF,3441.66
VND,CAD,7798.43
SEK,PKR,2679.34
EUR,EGP,697985.85
AUD,UAH,44.88
AZN,PHP,74.52
PYG,PLN,117.0
GBP,MKD,47.33
CNY,ALL,671.61
RUB,CAD,41.78
KRW,AUD,23368.23
SBD,EUR,9698.41
KRW,CAD,415.05
TMT,BYN,31.39
USD,SBD,461.63
FJD,COP,256.89
EUR,RUB,141.79
NOK,CAD,84.06
MKD,IRR,54.56
GBP,JOD,4033.05
JPY,KRW,198.37
JPY,GBP,160.1
CAD,IRR,301.56
NGN,CHF,434.74
GBP,EGP,13.9
GBP,SAR,123.54
EGP,CHF,33.97
VES,GBP,361.54
MYR,KES,3020.14
OMR,NOK,29.67
CNY,VUV,24100.07
PKR,BYN,21.06
AUD,BDT,49.99
WST,AUD,30080.88
TWD,BYN,11.95
MAD,GBP,6.77
PEN,CNY,87175.35
DZD,UYU,25460.44
GBP,VES,48.59
IDR,CHF,920613.63
AUD,MAD,3966.1
PHP,ARS,440219.1
CAD,TRY,84084.62
GBP,KWD,5.97
EUR,CNY,97.78
ETB,PYG,1664.89
USD,INR,24004.6
GBP,KES,45.24
TWD,USD,199.03
NGN,GBP,941.14
ILS,KZT,5236.24
NOK,COP,15.92
EUR,IDR,772512.95
AED,DKK,41211.83
DZD,TRY,1195.95
USD,ARS,218.81
RSD,EUR,2606.19
CNY,HKD,43153.07
CNY,SAR,29.33
IRR,EUR,4071.85
LBP,GEL,387.7
VND,CAD,1.96
MKD,BRL,17263.62
VUV,TND,408.73
LBP,GBP,19.63
MYR,CAD,48.31
BDT,CHF,266.58
BDT,USD,409.42
JPY,VND,3311.82
TOP,MKD,2489.16
CNY,DZD,31998.3
CAD,VES,173.12
MYR,CNY,21355.55
CZK,JOD,394.05
LKR,WST,252.58
GBP,IRR,147.85
USD,SEK,908.25
RON,CHF,9.78
AUD,OMR,2482.33
EUR,CZK,36.29
JPY,UGX,3765.51
KRW,USD,269.69
EUR,MKD,30318.71
HUF,UGX,430.79
CNY,VES,45997.72
USD,BGN,864286.04
AMD,HUF,282.14
CAD,LBP,477.8
NGN,PGK,24.82
EUR,ALL,128.74
OMR,ETB,19414.77
CAD,UYU,30862.66
PGK,UGX,31.65
GBP,KWD,30220.29
EUR,USD,34.08
MKD,GBP,8193.52
QAR,AUD,317.81
IRR,RON,324.33
PHP,CLP,96.39
LKR,CHF,477.0
CNY,ZAR,13.67
USD,AUD,472.8
CNY,INR,319.17
BDT,USD,1018.89
EUR,MDL,87.78
PLN,MDL,3000.84
VND,GEL,48.1
GBP,IRR,3462.0
CNY,PHP,43514.52
INR,CNY,21879.35
UZS,AUD,15936.3
CHF,JOD,970448.17
GBP,THB,6858.2
USD,MYR,11.44
AUD,AED,226.23
OMR,DZD,33.55
PEN,EUR,11154.59
CNY,EGP,30.27
GBP,HRK,1512.58
KWD,ZAR,15.12
EUR,TRY,26949.7
IRR,AUD,45.38
TRY,GBP,4499.79
MDL,RON,219.97
RUB,BRL,713.03
TMT,CAD,16724.49
MXN,AUD,31299.85
ZAR,AUD,16030.39
PEN,JPY,214.57
AUD,VES,38583.87
GBP,BHD,7.83
MXN,AUD,33.19
NOK,CAD,14154.05
GBP,IRR,14308.52
EUR,TMT,208.65
NOK,ILS,40.81
CNY,HRK,18.92
OMR,JOD,109.74
UYU,AUD,38.96
KES,AUD,43.45
GEL,CAD,40.17
RON,EUR,476.96
TWD,SBD,226.81
KES,VES,12.34
BDT,USD,44390.09
CHF,ILS,41231.15
SGD,ZAR,2729.88
IDR,JPY,38978.33
UYU,KWD,81.22
IDR,AED,14.2
SAR,GBP,2779.78
AUD,COP,4898.39
AED,AUD,491.46
PGK,TWD,387.76
NZD,HRK,211.17
KWD,TOP,257809.65
MAD,TRY,11.03
CNY,DZD,458.57
DKK,HUF,329.88
INR,CHF,1067.49
EGP,INR,704.4
GHS,THB,36.75
PLN,CNY,157.67
WST,SAR,34.02
CHF,MXN,356.98
GBP,KRW,2828.8
VES,CAD,4297.77
GEL,TOP,343.47
BHD,EUR,4.98
LKR,TWD,39940.15
MAD,JPY,2794.81
VND,TMT,28304.55
AUD,MYR,1314.02
AUD,KWD,18.17
USD,TMT,186.03
CAD,UGX,48.24
KZT,EUR,22241.21
DZD,JPY,27.27
JPY,MKD,4879.35
GBP,RON,12.4
ILS,AMD,44.27
GBP,KZT,21.85
OMR,KWD,48.44
CAD,TZS,495147.24
FJD,SEK,3809.99
UAH,USD,2544.55
MAD,VES,4023.62
TWD,CNY,403348.36
LBP,CNY,25.25
OMR,VUV,4.26
MKD,ILS,32864.51
LBP,AUD,4072.61
BOB,GBP,1853.23
USD,JPY,31.4
CHF,BHD,3170.58
DKK,GBP,368.69
INR,CNY,1107.73
TRY,CHF,4288.85
CNY,TND,47.59
NOK,JOD,3756.52
USD,PLN,2607.72
HRK,TWD,3680.46
PEN,AUD,27.21
CNY,AED,4315.75
GEL,GBP,370.55
LBP,AUD,42957.52
JOD,USD,938.6
KZT,AUD,72.93
SGD,UZS,185.2
AUD,GBP,46.16
GBP,CZK,5817.22
IRR,AZN,45.23
MAD,BYN,9262.95
CHF,THB,256.49
USD,AUD,399.88
CAD,GBP,1.45
DZD,AUD,949.98
PKR,RUB,268.5
WST,BRL,1.51
GBP,IRR,1807.1
IDR,EUR,18.88
CAD,TWD,215.6
SGD,AUD,389.09
GBP,MYR,49.77
VND,MXN,359.89
EUR,TOP,2626.91
JPY,THB,102.09
LKR,VUV,209.72
USD,AED,1058.52
CNY,PGK,46648.99
CNY,LKR,557701.32
THB,UAH,30241.93
CNY,KWD,4250.51
EUR,ILS,45.47
RON,CNY,305.12
CHF,PGK,11.02
CAD,TZS,88.6
JPY,RSD,172.92
DZD,EUR,36143.58
QAR,JPY,1797.17
USD,MYR,423.79
DKK,USD,338.16
JPY,GBP,46.04
KRW,CAD,1303.33
ALL,CNY,200.95
CNY,CAD,474.72
PEN,CAD,4570.57
USD,TOP,104546.32
AUD,PLN,1.46
FJD,CAD,2.23
PLN,AUD,29.1
DKK,BDT,388.42
CHF,TMT,33.45
CAD,TRY,214.91
HRK,GBP,1928.02
BGN,CHF,2491.4
UZS,AUD,614677.25
CAD,MYR,7.67
GBP,TND,209.74
CAD,CZK,265.49
QAR,USD,16.43
GBP,JOD,7703.87
PYG,CHF,64.85
CHF,QAR,37.07
GBP,HUF,15016.8
MDL,GBP,46612.84
HUF,CAD,27.41
CAD,HRK,6.64
GBP,SAR,1077.71
FJD,JPY,91043.84
EUR,COP,1361.23
NZD,CZK,224.03
BHD,EUR,3422.12
CAD,RUB,19986.62
MYR,CHF,83.08
CAD,COP,58.89
HRK,BYN,48.72
BRL,PGK,382.0
MXN,GBP,42323.72
THB,NZD,48.39
EUR,JPY,143086.99
GBP,RUB,11.76
EUR,LKR,1540.83
EUR,EGP,230.25
DZD,BOB,3.33
CNY,VND,209.67
EGP,AUD,15.13
USD,SGD,876.64
KWD,BYN,132.2
CAD,PLN,26.61
CNY,UYU,311.46
USD,PHP,1896.64
CZK,AUD,11.38
USD,CNY,3368.85
BOB,KES,4326.16
KRW,USD,12256.44
JPY,MXN,16.18
NOK,WST,50.62
PYG,INR,4534.0
MYR,CHF,4547.45
CHF,CZK,318.17
JPY,CAD,45.44
CNY,CAD,22211.01
CAD,VUV,30.46
THB,CNY,218.57
GBP,ZAR,157.83
USD,GBP,23401.91
KRW,JPY,4183.79
CAD,FJD,186.91
FJD,TRY,24.2
MDL,CHF,299.09
CAD,ILS,37.99
JPY,EUR,35861.35
CHF,PEN,1686.61
USD,IDR,101.65
EUR,NZD,1130.71
USD,CHF,2358.29
QAR,EUR,4684.07
CHF,LKR,21.93
AUD,CNY,44.94
NZD,USD,1218.22
RSD,DZD,1239.68
SGD,AUD,2.6
OMR,GBP,40632.75
LBP,CHF,147.21
CAD,PGK,44966.33
AUD,VND,41073.36
CAD,DZD,43836.26
EUR,UAH,3800.52
AMD,UZS,41974.1
GBP,PGK,2889.14
HRK,PHP,254.98
MYR,NGN,4.5
CHF,ILS,1.62
HKD,USD,137.24
ETB,CNY,5626.72
QAR,FJD,12707.68
CNY,WST,14960.89
USD,LKR,17.99
WST,AED,14.55
USD,SBD,4471.77
CHF,TZS,32.64
JOD,MXN,2881.08
HKD,EUR,45635.01
PLN,CHF,173.74
CAD,ARS,28054.48
ETB,IRR,12.35
AUD,JPY,263239.41
CAD,IRR,458.1
PKR,EUR,824.17
ETB,SEK,35.73
GBP,VND,28.71
GBP,TMT,2474.88
CHF,BOB,155.25
WST,CNY,17.51
BGN,CNY,35837.96
BRL,USD,19.99
WST,USD,2141.04
FJD,JPY,456.46
BRL,CHF,287.86
BRL,CNY,49457.96
USD,AED,45.42
MYR,MKD,238582.82
KES,FJD,4408.95
JPY,QAR,233.18
CAD,TRY,16.72
QAR,USD,499.96
UZS,GBP,4971.38
UYU,AUD,43690.79
GHS,OMR,38.64
ARS,CHF,4387.4
BHD,UGX,3387.33
UAH,CAD,28.21
MAD,NOK,46.38
CNY,ALL,255.99
HRK,CNY,43.8
IRR,CHF,44624.63
NZD,CNY,68.57
EUR,USD,105.62
GBP,IDR,27.47
GBP,BRL,29.33
VND,OMR,9001.62
KZT,JPY,24.98
VUV,KES,464.8
THB,JPY,464.15
CHF,EUR,2031.85
EUR,IRR,149.91
USD,MXN,216.98
COP,HKD,8.8
NGN,USD,7.54
